smiles,Tg
O=C(O)C(O)C(O)C(=O)O,291
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,291
C(C(C(C(C(=O)CO)O)O)O)O,292
C1=CC=C(C(=C1)N)Cl,292
O=C(CO)C(O)C(O)C(O)CO,292
Nc1ccccc1Cl,292
O=C(Nc1ccc(N(=O)=O)cc1)OCC(CCl)(CCl)CCl,293
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,293
CC(CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O,295
CC(=O)NC1=CC=C(C=C1)O,295
CC(CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O,295
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,295
CC(=O)Nc1ccc(O)cc1,295
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,295
CC(=O)OCC1C(C(C(C(O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,296
CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,296
C1=CC(=C(C=C1N)Cl)Cl,296
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,296
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,296
Nc1ccc(Cl)c(Cl)c1,296
COc4ccc(C(c1ccccc1)(c2ccccc2)c3ccc(OC)cc3)cc4,297
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,297
C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,297
C1=CC(=CC=C1N)Cl,297
CC(=O)NC1=CC=C(C=C1)O,297
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,297
C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,297
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,297
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,297
Nc1ccc(Cl)cc1,297
C(C1C(C(C(C(O1)O)O)O)O)O,298
COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,298
COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,298
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,298
CC1(CC(C2=CC=CC=C2O1)(C)C3=CC=C(C=C3)O)COc1ccc(cc1)C2(c3c(OC(C2)(C)C)cccc3)C,299
CC1C(C(C(C(O1)O)O)O)O,299
C1=CC=C(C(=C1)N)[N+](=O)[O-],299
C1=CC=C(C=C1)C2=COC3(C2=O)C4=CC=CC=C4C(=O)O3,299
CC(O)C(O)C(O)C(O)C=O,299
CC1(C)CC(C)(c2ccc(O)cc2)c2ccccc2O1,299
Nc1ccccc1[N+](=O)[O-],299
CC1C(C(C(C(O1)O)O)O)O,300
C1=CC(=CC(=C1)[N+](=O)[O-])N,301
C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],301
Nc1cccc([N+](=O)[O-])c1,301
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,301
CC(=O)NC1=CC=C(C=C1)O,302
CC(=O)NC1=CC=C(C=C1)O,302
CC(=O)Nc1ccc(O)cc1,302
C(C1C(C(C(C(O1)O)O)O)O)O,303
C(C1C(C(C(C(O1)O)O)O)O)O,303
C(C1C(C(C(C(O1)O)O)O)O)O,303
CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,303
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,303
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,303
C1=CC=C2C=C(C=CC2=C1)N,304
C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],304
O=CC(O)C(O)C(O)C(O)CO,304
OCC1OC(O)C(O)C(O)C1O,304
Nc1ccc2ccccc2c1,304
C(C1C(C(C(C(O1)O)O)O)O)O,305
CC(C)(C(CC(=O)O)C(=O)O)C(=O)O,305
C1=CC=C2C(=C1)C(=CC=C2[N+](=O)[O-])N,305
CC(NC(=O)Nc1ccc(N(=O)=O)cc1)c2ccccc2,305
OCC1OC(O)C(O)C(O)C1O,305
CC(C)(C(=O)O)C(CC(=O)O)C(=O)O,305
Nc1ccc([N+](=O)[O-])c2ccccc12,305
CC1CCC(C(C1)O)C(C)C,306
C1=CC=C2C(=C1)C=CC=C2N,306
C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],306
CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,306
C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],306
CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,306
Nc1cccc2ccccc12,306
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,306
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,306
C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,307
OCC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,307
CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,308
CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,308
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,308
C(C1C(C(C(C(O1)O)O)O)O)O,309
C(C1C(C(C(C(O1)O)O)O)O)O,309
CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O,309
CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O,309
C(C1C(C(C(C(O1)O)O)O)O)O,309
CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,309
CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1,309
C(C1C(C(C(C(O1)O)O)O)O)O,310
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,310
CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,310
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,310
O.OCC1OC(O)C(O)C(O)C1O,310
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,311
OC[C@H]1O[C@@H](O[C@H]([C@H](O)CO)[C@H](O)[C@H](O)CO)[C@@H](O)[C@@H](O)[C@@H]1O,311
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,312
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,312
CC(NC(=S)Nc1ccc(N(=O)=O)cc1)c2ccccc2,313
C1=CC(=CC=C1C#N)N,314
N#Cc1ccc(N)cc1,314
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,315
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,315
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,315
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,315
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,315
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,315
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,315
CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,316
CC(Nc2cc(NC(C)c1ccccc1)c(N(=O)=O)cc2N(=O)=O)c3ccccc3,316
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,316
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,316
C1=CC(=CC=C1N)[N+](=O)[O-],318
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,318
CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,318
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,318
Nc1ccc([N+](=O)[O-])cc1,318
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,319
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,319
CC(c1ccccc1)n2c(=O)c4cccc3cccc(c2=O)c34,319
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,319
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,319
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,320
CC(c1ccccc1)n2c(=O)c4cccc3c(N(=O)=O)ccc(c2=O)c34,320
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,320
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,321
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,321
CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,322
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4,324
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4,324
C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,324
C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,324
Nc1ccc([N+](=O)[O-])cc1Cl,324
C(C1C(C(C(C(O1)OC(C(C(CO)O)O)C(=O)CO)O)O)O)O,325
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,326
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,326
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,327
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,329
COC1=C(C=CC(=C1)[N+](=O)[O-])N,330.5
COc1cc([N+](=O)[O-])ccc1N,330.5
COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,331
CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,331
CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,331
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,331
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,331
CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,332
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,332
C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,333
CC(c1ccccc1)n4c(=O)c2ccccc2c3ccccc3c4=O,333
CC(c1ccccc1)n4c(=O)c2ccccc2c3ccccc3c4=O,333
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,333
C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,333.5
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,333.5
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,334
CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)OC(=O)C,334
C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,334
CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)OC(=O)C,334
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,334
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,334
CCC(=O)C1=C(C=C(C=C1O)O)O,335
CCC(=O)c1c(O)cc(O)cc1O,335
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,336
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,336
C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,336
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,336
C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,338
COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,339
c7ccc(CC3CC2C(CCC1CCCCC12)OC36CCC5C(CCC4CCCCC45)O6)cc7,339
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,339
O=C1OC(C2=C1C=CC=C2)(C3=CC=C(C=C3)O[H])C4=CC=C(C=C4)O[H],340
CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,341
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,341
C1=CC=C2C(=C1)C=CC=C2C3=CC(=CC(=C3)C4=CC=CC5=CC=CC=C54)C6=CC=CC7=CC=CC=C76,342
C(C1C(C(C(C(O1)OCC(C(C(C(=O)CO)O)O)O)O)O)O)O,342.1
O=C(CO)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,342.1
O=c2c1c(Cl)c(Cl)c(Cl)c(Cl)c1c(=O)n2c3cccc4ccccc34,343
O=C(CO)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CO,343
COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,344
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,344
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,345
CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,346
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,348
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C,348
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,348
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,350
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC3(C(C(C(O3)CO)O)O)COC4(C(C(C(O4)CO)O)O)CO)O)O)O)O,350
OCC1OC(OC2(COC3(COC4(CO)OC(CO)C(O)C4O)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,350
O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,350
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,350
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,351
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,351
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,351
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,352
Nc4ccc(C3(c1ccc(N)cc1)OC(=O)c2ccccc23)cc4,353
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,354
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,354
CC(c2ccc1ccccc1c2)n5c(=O)c3ccccc3c4ccccc4c5=O,356
CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O,356
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,358
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,358
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,359
C(C1C(C(C(C(O1)OC(C=O)C(C(C(CO)O)O)O)O)O)O)O,359
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,359
O=CC(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)CO,359
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,360
Nc5ccc(C4(c1ccc(N)cc1)c2ccccc2c3ccccc34)cc5,360
C(C1C(C(C(C(O1)OC(C(C(CO)O)O)C(=O)CO)O)O)O)O,361.4
C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O,362
CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,362
CC(c2ccc1ccccc1c2)n4c(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3c4=O,362
OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C(O)C1O,362
C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,362.7
O=C(CO)C(O)C(O)C(CO)OC1OC(CO)C(O)C(O)C1O,362.7
O=C1OC(C2=C1C=CC=C2)(C3=CC=C(C=C3)O[H])C4=CC=C(C=C4)O[H],363
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,363
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,363
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,363
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,363
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,363
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,364
CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,364
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,364
O=C1OC(C2=C1C=CC=C2)(C3=CC=C(C=C3)O[H])C4=CC=C(C=C4)O[H],365
COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC,365
COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC,365
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,365
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,365
CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,366
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,366
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,367
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,367
C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,367.4
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,367.4
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,368
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,368
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,368
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,370
CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,370
CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,370
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,370
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,371
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,371
COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC,371
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,371
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,372
Oc5ccc(C4(c1ccc(O)cc1)c2ccccc2c3ccccc34)cc5,372
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,373
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,373
CC1=C(C(=CC=C1)C)CNC2=CC(=CN3C2=NC(=C3C)C)C(=O)NCCO,373
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,373.8
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,374
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)O)O)O)O)O)O,374
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,374.5
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,375
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,376.4
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,377
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,377
C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,377
O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,377
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,377
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,377
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,378
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,378
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,378
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,378
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,379
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,379
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,379
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,380
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,380
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)O)O)O)O)O)O,381
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,381.3
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,382
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)O)O)O)O)O)O,383
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,383
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,383
O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,383
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,385
C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,385
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,385
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)O)O)O)O)O)O,385.3
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,385.6
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,386
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)O)O)O)O)O)O,387
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)O)O)O)O)O)O,387
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,387
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,387
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,387
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,388
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,388
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,390
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,391
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,393
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,393
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,393
C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,395
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,395
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,395
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O,396
OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,396
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O,401
CC(=O)Nc2ccc4c(=O)n(c1ccc(C)cc1C)c(=O)c3cccc2c34,401
CC3(C)CC(C)(c1ccc(C(=O)O)cc1)c2cc(C(=O)O)ccc23,402
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,407
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)O)CO)CO)CO)CO)O)O)O)O,410
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,411
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O,418
